Institution,Latitude,Longitude
"Chinese Academy of Sciences *",39.90933665,116.32971461228999
"Ministry of Education of the People's Republic of China",39.9123594,116.3630676
"Centre National de la Recherche Scientifique *",45.203783,5.699868499221769
"Harvard University *",42.365743249999994,-71.12221394207614
"University of Chinese Academy of Sciences",40.00219645,116.37340518470755
"Tsinghua University *",40.002290450000004,116.3209629696906
"Harvard Medical School",42.336831849999996,-71.10380921118058
"Zhejiang University *",30.521595,120.7195312
"Helmholtz Gemeinschaft *",52.5208636,13.4017448
"Russian Academy of Sciences *",55.71080885000001,37.57896991984255
"Shanghai Jiao Tong University *",31.200891149999997,121.4283949471511
"National Institutes of Health",39.00001425,-77.10400394523563
"DeepMind",53.5405756,-113.4926313
"Peking University *",39.99171495,116.30393496863539
"Stanford University *",37.431313849999995,-122.16936535498309
"State Grid Corporation of China *",39.7652609,116.4697967
"University of Oxford *",51.75870755,-1.2556684826092037
"American Cancer Society",42.0206192,-91.6323426
"Johns Hopkins University *",39.33020225,-76.62185357858337
"Consejo Superior de Investigaciones Cientificas *",40.4407145,-3.687401374378301
"University College London *",51.52420305,-0.13300072425929543
"Institut National de la Sante et de la Recherche Medicale *",48.11920765,-1.696073977992143
"Massachusetts Institute of Technology *",42.3582529,-71.0966272383055
"University of Toronto",43.663461999999996,-79.39775966248058
"University of Washington *",47.65566435,-122.30270718903485
"University of Michigan, Ann Arbor *",42.2942142,-83.71003893509601
"Huazhong University of Science and Technology *",30.52021715,114.41184627402748
"Microsoft Corp *",33.790514599999995,-84.39400316991377
"University of Pennsylvania *",39.9493382,-75.1896439962691
"Allen Institute for Artificial Intelligence",47.6486874,-122.3318632
"Cornell University *",42.4529076,-76.48008423030923
"Max Planck Gesellschaft *",48.1410124,11.58209762239434
"Columbia University *",40.80775585,-73.96164946987652
"Universidade de Sao Paulo *",-21.999246,-47.93070696008918
"University of Cambridge *",52.210945550000005,0.09200497637871279
"University of California, Los Angeles *",34.070877749999994,-118.44685070595054
"University of Melbourne *",-37.8038271,144.9597056360034
"Sichuan University *",30.56018625,103.99730290903247
"National University of Singapore *",1.2962018,103.77689765953073
"Imperial College London",51.4989595,-0.17564069276310426
"Sun Yat-Sen University *",23.09960335,113.29235087324346
"University of California, San Diego *",32.87924375,-117.23112468377349
"Yale University *",41.25713055,-72.98966960152231
"Fudan University *",31.30116485,121.49808756382322
"University of Amsterdam *",52.36813335,4.889804155733945
"University of California, Berkeley *",37.875499649999995,-122.23906851395179
"University of California, San Francisco *",37.762725700000004,-122.45825681806235
"University of Sydney *",-33.88888125,151.18941425705117
"Massachusetts General Hospital",42.36286045,-71.06875296664998
"Harbin Institute of Technology",45.741589,126.62556263488914
"Howard Hughes Medical Institute *",38.99847895,-77.07955291196242
"Mayo Clinic *",44.8821876,-91.901887
"Xi'an Jiaotong University *",31.27217325,120.73679031822311
"Instituto de Salud Carlos III *",40.458841500000005,-3.8649465199302897
"University of Chicago *",41.79139685,-87.60084387193544
"IBM United States",35.915877699999996,-78.85745262529429
"National Library of Medicine",38.99569835,-77.09888932611798
"IBM Research *",37.21134775,-121.80832462522726
"Tianjin University *",39.108772200000004,117.16467825036814
"University of New South Wales *",-33.91759945,151.23126487290787
"Monash University, Melbourne *",-37.8774234,145.04496691740303
"Assistance Publique Hopitaux de Paris *",48.850724,2.3518758
"Duke University *",36.00015569999999,-78.94422972195878
"Microsoft, USA",37.3974949,-122.0842646
"Huawei Technologies Co Ltd *",22.652412400000003,114.0557430244003
"University of North Carolina, Chapel Hill *",35.915317,-79.04864320482392
